section,key,label,value,unit,tier,source,note
10. Scenario drivers (modelled),drv_inflation_cpp_Upside,Cost per participant inflation - Upside,0.02,% per year,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,The organization converts surge-period relationships into durable multi-year commitments. Foundation funding resumes growth at 8% and government funding stabilizes. Corporate partnerships scale with the employer network. Participants grow 16% a year while cost per participant inflation stays at 2% through digital channel mix shift.
10. Scenario drivers (modelled),drv_inflation_personnel_Downside,Personnel cost inflation - Downside,0.05,% per year,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Emergency appropriations lapse without replacement and a major foundation cycles out. Government funding falls 30% a year and foundation grants 22%. Cost per participant inflation runs at 7% because the fixed cost base does not shrink as fast as volume. This is the case the reserve exists for, and the case the minimum-funding analysis is built around."
10. Scenario drivers (modelled),drv_inflation_personnel_Base,Personnel cost inflation - Base,0.04,% per year,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Humanitarian-response funding normalizes gradually. Foundation grants decline 6% a year and government funding 10% a year as emergency appropriations lapse, partly offset by growth in individual, corporate and earned revenue. Participants grow 6% a year and cost per participant rises 3.5%. Management holds headcount roughly flat in real terms."
10. Scenario drivers (modelled),drv_inflation_personnel_Upside,Personnel cost inflation - Upside,0.035,% per year,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,The organization converts surge-period relationships into durable multi-year commitments. Foundation funding resumes growth at 8% and government funding stabilizes. Corporate partnerships scale with the employer network. Participants grow 16% a year while cost per participant inflation stays at 2% through digital channel mix shift.
10. Scenario drivers (modelled),drv_growth_participants_Downside,Participant growth - Downside,-0.08,% per year,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Emergency appropriations lapse without replacement and a major foundation cycles out. Government funding falls 30% a year and foundation grants 22%. Cost per participant inflation runs at 7% because the fixed cost base does not shrink as fast as volume. This is the case the reserve exists for, and the case the minimum-funding analysis is built around."
10. Scenario drivers (modelled),drv_growth_participants_Base,Participant growth - Base,0.06,% per year,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Humanitarian-response funding normalizes gradually. Foundation grants decline 6% a year and government funding 10% a year as emergency appropriations lapse, partly offset by growth in individual, corporate and earned revenue. Participants grow 6% a year and cost per participant rises 3.5%. Management holds headcount roughly flat in real terms."
10. Scenario drivers (modelled),drv_growth_participants_Upside,Participant growth - Upside,0.16,% per year,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,The organization converts surge-period relationships into durable multi-year commitments. Foundation funding resumes growth at 8% and government funding stabilizes. Corporate partnerships scale with the employer network. Participants grow 16% a year while cost per participant inflation stays at 2% through digital channel mix shift.
10. Scenario drivers (modelled),drv_investment_return_Downside,Return on investment balance - Downside,0.018,% per year,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Emergency appropriations lapse without replacement and a major foundation cycles out. Government funding falls 30% a year and foundation grants 22%. Cost per participant inflation runs at 7% because the fixed cost base does not shrink as fast as volume. This is the case the reserve exists for, and the case the minimum-funding analysis is built around."
10. Scenario drivers (modelled),drv_investment_return_Base,Return on investment balance - Base,0.038,% per year,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Humanitarian-response funding normalizes gradually. Foundation grants decline 6% a year and government funding 10% a year as emergency appropriations lapse, partly offset by growth in individual, corporate and earned revenue. Participants grow 6% a year and cost per participant rises 3.5%. Management holds headcount roughly flat in real terms."
10. Scenario drivers (modelled),drv_investment_return_Upside,Return on investment balance - Upside,0.055,% per year,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,The organization converts surge-period relationships into durable multi-year commitments. Foundation funding resumes growth at 8% and government funding stabilizes. Corporate partnerships scale with the employer network. Participants grow 16% a year while cost per participant inflation stays at 2% through digital channel mix shift.
11. Budget reconstruction (modelled),budget_rev_growth,FY2024 budgeted revenue growth,0.12,%,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"No public FY2024 budget exists. This is a reconstruction of what the board would plausibly have approved in late FY2023: revenue planned to grow 12% off the FY2023 actual, reflecting caution about whether the surge would hold, with expenses planned to grow 26% as the organization deployed reserves into program capacity. Actuals then came in ahead of plan on revenue and behind on spending - which is precisely the variance pattern worth explaining. Clearly labelled as a simulation throughout."
11. Budget reconstruction (modelled),budget_exp_growth,FY2024 budgeted expense growth,0.26,%,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"No public FY2024 budget exists. This is a reconstruction of what the board would plausibly have approved in late FY2023: revenue planned to grow 12% off the FY2023 actual, reflecting caution about whether the surge would hold, with expenses planned to grow 26% as the organization deployed reserves into program capacity. Actuals then came in ahead of plan on revenue and behind on spending - which is precisely the variance pattern worth explaining. Clearly labelled as a simulation throughout."
11. Budget reconstruction (modelled),budget_part_growth,FY2024 budgeted participant growth,0.18,%,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"No public FY2024 budget exists. This is a reconstruction of what the board would plausibly have approved in late FY2023: revenue planned to grow 12% off the FY2023 actual, reflecting caution about whether the surge would hold, with expenses planned to grow 26% as the organization deployed reserves into program capacity. Actuals then came in ahead of plan on revenue and behind on spending - which is precisely the variance pattern worth explaining. Clearly labelled as a simulation throughout."
12. Resource allocation (modelled),alloc_budget,Incremental funding to allocate,1000000,USD,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"An incremental $1,000,000 of unrestricted funding, on top of the existing program budget, to be allocated across the four programs to maximize expected additional successful outcomes. Framed as incremental rather than total because that is the decision management actually faces: the existing program base is largely committed."
12. Resource allocation (modelled),alloc_min_share_per_program,Constraint: min share per program,0.05,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,Binds the optimization in 07_Resource_Allocation_Model.
12. Resource allocation (modelled),alloc_max_share_per_program,Constraint: max share per program,0.55,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,Binds the optimization in 07_Resource_Allocation_Model.
12. Resource allocation (modelled),alloc_admin_load,Constraint: admin load,0.12,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,Binds the optimization in 07_Resource_Allocation_Model.
12. Resource allocation (modelled),alloc_reserve_floor_months,Constraint: reserve floor months,6.0,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,Binds the optimization in 07_Resource_Allocation_Model.
12. Resource allocation (modelled),alloc_staff_hours_available,Constraint: staff hours available,42000,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,Binds the optimization in 07_Resource_Allocation_Model.
12. Resource allocation (modelled),alloc_min_avg_salary_gain,Constraint: min avg salary gain,48000,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,Binds the optimization in 07_Resource_Allocation_Model.
"13. Social return parameters (modelled, low confidence)",sroi_benefit_horizon_years,Benefit horizon years,3,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Social return figures are the least reliable numbers in this project and are reported last, with a sensitivity range rather than a point estimate. Every parameter below - attribution, deadweight, drop-off, persistence, horizon - is an assumption, and the headline ratio moves by more than a factor of two across plausible values for them. The cost-effectiveness measures in 06_Program_Economics (cost per participant, cost per successful outcome) are the numbers management should actually steer on, because they rest on far fewer assumptions."
"13. Social return parameters (modelled, low confidence)",sroi_discount_rate,Discount rate,0.03,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Social return figures are the least reliable numbers in this project and are reported last, with a sensitivity range rather than a point estimate. Every parameter below - attribution, deadweight, drop-off, persistence, horizon - is an assumption, and the headline ratio moves by more than a factor of two across plausible values for them. The cost-effectiveness measures in 06_Program_Economics (cost per participant, cost per successful outcome) are the numbers management should actually steer on, because they rest on far fewer assumptions."
"13. Social return parameters (modelled, low confidence)",sroi_attribution_rate,Attribution rate,0.55,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Social return figures are the least reliable numbers in this project and are reported last, with a sensitivity range rather than a point estimate. Every parameter below - attribution, deadweight, drop-off, persistence, horizon - is an assumption, and the headline ratio moves by more than a factor of two across plausible values for them. The cost-effectiveness measures in 06_Program_Economics (cost per participant, cost per successful outcome) are the numbers management should actually steer on, because they rest on far fewer assumptions."
"13. Social return parameters (modelled, low confidence)",sroi_deadweight_rate,Deadweight rate,0.25,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Social return figures are the least reliable numbers in this project and are reported last, with a sensitivity range rather than a point estimate. Every parameter below - attribution, deadweight, drop-off, persistence, horizon - is an assumption, and the headline ratio moves by more than a factor of two across plausible values for them. The cost-effectiveness measures in 06_Program_Economics (cost per participant, cost per successful outcome) are the numbers management should actually steer on, because they rest on far fewer assumptions."
"13. Social return parameters (modelled, low confidence)",sroi_dropoff_rate,Dropoff rate,0.2,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Social return figures are the least reliable numbers in this project and are reported last, with a sensitivity range rather than a point estimate. Every parameter below - attribution, deadweight, drop-off, persistence, horizon - is an assumption, and the headline ratio moves by more than a factor of two across plausible values for them. The cost-effectiveness measures in 06_Program_Economics (cost per participant, cost per successful outcome) are the numbers management should actually steer on, because they rest on far fewer assumptions."
"13. Social return parameters (modelled, low confidence)",sroi_persistence_rate,Persistence rate,0.78,varies,SYNTHETIC,Analyst assumption - see 09_Management_Report.pdf for rationale,"Social return figures are the least reliable numbers in this project and are reported last, with a sensitivity range rather than a point estimate. Every parameter below - attribution, deadweight, drop-off, persistence, horizon - is an assumption, and the headline ratio moves by more than a factor of two across plausible values for them. The cost-effectiveness measures in 06_Program_Economics (cost per participant, cost per successful outcome) are the numbers management should actually steer on, because they rest on far fewer assumptions."
